PSD_0.0Hz,PSD_25.0Hz,PSD_50.0Hz,Emotion
5.226666667,415.2533333,410.0266667,Happy
92.04166667,2166.334167,2075.76,Happy
13.20166667,231.3133333,219.615,Happy
124.215,425.2566667,301.0416667,Happy
26.46,1192.890833,1167.615,Happy
61.44,70.08,8.64,Happy
86.64,330.1041667,244.4816667,Happy
486.0,492.1366667,4.166666667,Happy
261.36,366.6041667,105.0016667,Happy
127.8816667,212.2566667,84.375,Happy
299.6266667,1202.453333,902.8266667,Happy
582.135,1860.620833,1278.96,Happy
302.46,2084.386667,1781.926667,Happy
489.6066667,3027.533333,2537.926667,Happy
336.0016667,1357.816667,1021.815,Happy
72.80166667,408.0066667,333.015,Happy
5.801666667,508.1366667,502.335,Happy
1024.426667,1465.656667,440.3266667,Happy
201.84,234.2833333,31.74,Happy
574.2816667,736.9808333,162.24,Happy
336.0016667,2393.203333,2057.201667,Happy
343.5266667,2171.530833,1827.015,Happy
72.80166667,613.6066667,539.6016667,Happy
82.88166667,90.1875,6.826666667,Happy
133.4816667,1563.680833,1429.126667,Happy
308.1666667,497.6041667,189.2816667,Happy
960.135,2304.374167,1344.006667,Happy
35.52666667,385.1333333,349.6066667,Happy
199.5266667,201.3641667,1.215,Happy
14.415,17.49666667,3.081666667,Happy
743.7066667,1347.936667,604.0066667,Happy
19.80166667,448.2166667,428.415,Happy
1066.666667,4227.844167,3160.215,Happy
70.04166667,425.1,357.2816667,Happy
732.615,752.9808333,19.44,Happy
40.56,749.0666667,708.5066667,Happy
199.5266667,543.0533333,343.5266667,Happy
47.60166667,120.54,74.20166667,Happy
876.0416667,1084.966667,207.6816667,Happy
38.50666667,196.6133333,158.1066667,Happy
127.8816667,1213.296667,1085.415,Happy
809.6816667,1183.313333,372.8816667,Happy
1238.406667,1273.483333,32.66666667,Happy
303.8816667,588.1633333,284.2816667,Happy
52.215,1117.254167,1066.666667,Happy
533.9266667,974.2533333,440.3266667,Happy
945.015,2065.794167,1120.666667,Happy
602.0016667,1341.154167,739.26,Happy
51.04166667,1041.776667,990.735,Happy
438.615,2110.246667,1670.001667,Happy
86.64,150.6666667,64.02666667,Happy
912.6666667,3682.784167,2769.201667,Happy
123.3066667,148.4433333,26.46,Happy
576.24,1267.466667,691.2266667,Happy
372.8816667,444.5475,72.10666667,Happy
819.0016667,1010.536667,191.535,Happy
4.506666667,42.34416667,38.00166667,Happy
42.66666667,138.6666667,96.0,Happy
518.94,2758.744167,2238.801667,Happy
3.226666667,280.6666667,277.44,Happy
8.881666667,27.9075,18.72666667,Happy
428.415,1508.456667,1080.041667,Happy
745.935,1100.833333,354.2016667,Happy
152.0066667,400.3333333,248.3266667,Happy
261.36,415.3866667,154.0266667,Happy
315.375,1520.234167,1204.166667,Happy
665.7066667,1656.210833,990.735,Happy
1034.906667,2596.613333,1561.706667,Happy
200.6816667,1870.683333,1670.001667,Happy
138.24,1699.946667,1561.706667,Happy
6.826666667,49.49333333,42.66666667,Happy
748.1666667,1809.506667,1061.34,Happy
873.6266667,2811.616667,1936.806667,Happy
1126.14,4966.68,3840.54,Happy
1317.201667,4252.083333,2934.881667,Happy
134.4266667,168.9866667,34.56,Happy
819.0016667,1804.833333,985.6016667,Happy
15.68166667,298.9133333,284.2816667,Happy
7.26,791.5866667,784.3266667,Happy
228.1666667,1478.093333,1249.926667,Happy
99.22666667,147.5175,47.60166667,Happy
39.015,1940.566667,1904.601667,Happy
528.2816667,558.4808333,29.04,Happy
46.48166667,708.54,663.6016667,Happy
993.3066667,3386.736667,2392.006667,Happy
38.50666667,51.41333333,12.90666667,Happy
9.126666667,475.7766667,464.64,Happy
128.8066667,153.6133333,24.80666667,Happy
1.215,1124.616667,1123.401667,Happy
659.4016667,677.6208333,17.34,Happy
11.20666667,11.37333333,0.166666667,Happy
18.72666667,665.9633333,648.96,Happy
123.3066667,125.4833333,2.94,Happy
172.8066667,622.0708333,448.935,Happy
82.88166667,266.4075,183.7066667,Happy
59.535,2135.926667,2079.481667,Happy
89.70666667,1028.844167,940.0016667,Happy
905.2816667,954.78,47.60166667,Happy
124.215,2016.820833,1893.926667,Happy
272.0266667,273.6566667,0.326666667,Happy
114.4066667,235.9066667,121.5,Happy
62.08166667,695.2141667,632.4266667,Happy
26.04166667,151.8341667,125.1266667,Happy
316.8266667,368.4533333,51.62666667,Happy
0.281666667,59.81666667,59.535,Happy
452.4016667,844.3266667,392.0416667,Happy
562.6016667,1566.554167,1003.626667,Happy
0.24,1077.6,1077.36,Happy
35.04166667,294.6675,258.7266667,Happy
477.0416667,570.0866667,92.04166667,Happy
50.46,219.0,168.54,Happy
22.42666667,859.8433333,840.1666667,Happy
163.2816667,173.4466667,10.935,Happy
171.735,227.55,55.815,Happy
216.0,219.8433333,4.86,Happy
19.44,679.2033333,661.5,Happy
139.2016667,144.6208333,6.0,Happy
256.1066667,294.5108333,38.00166667,Happy
459.375,1049.416667,590.0416667,Happy
249.615,1792.980833,1542.406667,Happy
33.60666667,143.0241667,110.0816667,Happy
39.015,81.16083333,42.66666667,Happy
82.88166667,86.56666667,2.801666667,Happy
0.166666667,1412.384167,1413.735,Happy
568.4266667,871.4166667,302.46,Happy
598.0016667,1050.403333,452.4016667,Happy
38.50666667,44.27083333,5.415,Happy
100.86,105.7708333,5.415,Happy
447.2066667,1559.190833,1112.481667,Happy
0.0,17.51083333,17.68166667,Happy
298.215,324.4333333,24.40166667,Happy
244.4816667,1686.894167,1441.5,Happy
92.82666667,115.2533333,22.42666667,Happy
161.2016667,298.4066667,139.2016667,Happy
1597.401667,1791.134167,192.6666667,Happy
40.56,904.56,864.0,Happy
260.0416667,391.6433333,131.6016667,Happy
278.8016667,415.3341667,136.3266667,Happy
1341.015,5439.840833,4097.706667,Happy
13.5,50.10416667,37.00166667,Happy
352.6666667,995.6708333,642.735,Happy
1238.406667,4275.906667,3037.5,Happy
558.735,1085.114167,526.4066667,Happy
194.94,994.7708333,800.415,Happy
137.2816667,1282.683333,1145.401667,Happy
47.60166667,88.72666667,41.08166667,Happy
592.0266667,994.0041667,401.8016667,Happy
18.72666667,557.5575,539.6016667,Happy
201.84,271.2,69.36,Happy
4.681666667,2183.914167,2181.226667,Happy
62.08166667,543.8466667,484.2016667,Happy
380.8066667,1435.776667,1056.026667,Happy
443.76,590.4108333,147.015,Happy
201.84,930.5641667,728.2016667,Happy
376.0416667,811.3666667,435.2016667,Happy
106.6816667,478.3541667,371.3066667,Happy
835.44,3408.163333,2570.94,Happy
15.36,146.0266667,130.6666667,Happy
301.0416667,1553.856667,1252.815,Happy
2.041666667,87.28666667,85.88166667,Happy
393.66,1545.170833,1150.935,Happy
469.935,2614.200833,2143.26,Happy
840.1666667,1284.576667,443.76,Happy
2.041666667,1169.656667,1167.615,Happy
897.9266667,1328.79,430.1066667,Happy
311.04,333.4666667,22.42666667,Happy
0.041666667,55.85666667,55.815,Happy
719.415,750.2141667,29.92666667,Happy
506.0016667,512.0541667,5.226666667,Happy
31.74,137.2033333,105.84,Happy
51.04166667,229.7666667,180.4016667,Happy
247.0416667,545.2566667,298.215,Happy
239.4016667,1242.3675,1003.626667,Happy
876.0416667,3864.243333,2988.201667,Happy
198.375,910.0866667,710.6816667,Happy
199.5266667,667.6933333,468.1666667,Happy
726.0,842.16,116.16,Happy
30.82666667,2121.493333,2090.666667,Happy
366.6016667,1423.174167,1056.026667,Happy
91.26,625.1866667,533.9266667,Happy
250.9066667,1769.656667,1516.86,Happy
6.0,328.6666667,322.6666667,Happy
128.8066667,211.5975,82.88166667,Happy
139.2016667,387.3675,248.3266667,Happy
253.5,433.0166667,179.3066667,Happy
35.52666667,230.4666667,194.94,Happy
48.735,1562.416667,1513.681667,Happy
272.0266667,301.0566667,29.92666667,Happy
97.60666667,222.7333333,125.1266667,Happy
58.90666667,197.1466667,138.24,Happy
0.106666667,279.6041667,278.8016667,Happy
533.9266667,2274.733333,1740.806667,Happy
4.506666667,125.6441667,120.6016667,Happy
897.9266667,1057.456667,158.1066667,Happy
706.335,717.27,10.935,Happy
457.6266667,1237.386667,779.76,Happy
185.9266667,976.5375,791.2016667,Happy
337.5,346.2508333,9.375,Happy
315.375,692.9341667,377.6266667,Happy
147.015,248.6141667,102.5066667,Happy
0.326666667,421.9633333,423.36,Happy
520.8016667,821.8433333,301.0416667,Happy
17.00166667,50.00666667,32.20166667,Happy
496.86,1294.483333,798.1066667,Happy
413.34,1244.066667,830.7266667,Happy
16.335,75.87,59.535,Happy
188.16,495.0508333,306.735,Happy
3.375,163.1008333,160.1666667,Happy
165.375,965.79,800.415,Happy
428.415,459.6966667,31.28166667,Happy
2.801666667,1056.176667,1053.375,Happy
473.4816667,1881.083333,1407.601667,Happy
204.1666667,243.6933333,39.52666667,Happy
1.706666667,1597.424167,1597.401667,Happy
1.401666667,1181.654167,1181.606667,Happy
218.4066667,236.6166667,16.66666667,Happy
151.0016667,527.0433333,376.0416667,Happy
680.535,910.8333333,229.4016667,Happy
160.1666667,326.5766667,166.4266667,Happy
58.90666667,822.1633333,766.14,Happy
238.14,1518.763333,1278.96,Happy
34.56,168.9866667,134.4266667,Happy
0.375,309.9766667,309.6016667,Happy
204.1666667,205.3841667,0.601666667,Happy
187.0416667,699.6866667,513.375,Happy
47.60166667,1934.993333,1890.375,Happy
0.201666667,440.5666667,442.0416667,Happy
18.02666667,17.92416667,0.081666667,Happy
180.4016667,1398.776667,1218.375,Happy
7.935,430.3408333,423.36,Happy
100.0416667,1087.334167,988.1666667,Happy
380.8066667,1082.524167,702.0016667,Happy
207.6816667,248.1133333,42.135,Happy
51.04166667,681.4166667,630.375,Happy
133.4816667,940.1541667,807.36,Happy
2.281666667,402.3266667,398.535,Happy
330.0416667,1277.054167,947.5266667,Happy
23.60166667,965.7133333,945.015,Happy
3.081666667,10.48666667,7.481666667,Happy
900.375,3033.633333,2131.935,Happy
730.4066667,1129.230833,398.535,Happy
1212.681667,4752.78,3538.081667,Happy
78.48166667,1131.856667,1053.375,Happy
97.60666667,1085.773333,988.1666667,Happy
710.6816667,3246.433333,2533.815,Happy
2.041666667,35.17666667,33.135,Happy
46.48166667,1032.083333,985.6016667,Happy
28.16666667,158.5841667,129.735,Happy
185.9266667,193.6566667,6.826666667,Happy
15.36,174.1766667,160.1666667,Happy
138.24,633.7108333,495.0416667,Happy
296.8066667,1504.524167,1207.001667,Happy
116.16,295.2566667,177.1266667,Happy
342.015,993.6333333,651.0416667,Happy
35.04166667,1063.634167,1029.66,Happy
433.5,439.4841667,5.041666667,Happy
192.6666667,661.47,468.1666667,Happy
85.88166667,91.01416667,5.606666667,Happy
156.06,362.7233333,206.5066667,Happy
3.84,9.464166667,5.801666667,Happy
101.6816667,149.7208333,48.16666667,Happy
18.375,57.23333333,38.00166667,Happy
5.226666667,705.0666667,699.84,Happy
349.6066667,1406.763333,1056.026667,Happy
1224.081667,1385.046667,159.135,Happy
0.081666667,34.16333333,34.08166667,Happy
240.6666667,990.5841667,750.4016667,Happy
143.0816667,966.7633333,823.6816667,Happy
82.14,388.5308333,306.735,Happy
143.0816667,256.7266667,113.535,Happy
995.8816667,1097.563333,101.6816667,Happy
333.015,685.6608333,352.6666667,Happy
0.166666667,692.4841667,693.375,Happy
2.281666667,1233.454167,1232.666667,Happy
10.66666667,159.0375,149.0016667,Happy
90.48166667,187.2833333,96.80166667,Happy
78.48166667,215.7633333,137.2816667,Happy
0.026666667,1811.3775,1813.081667,Happy
0.081666667,386.4741667,387.2066667,Happy
161.2016667,916.0833333,754.8816667,Happy
723.8016667,2812.273333,2086.935,Happy
507.84,2370.764167,1862.081667,Happy
343.5266667,1687.533333,1344.006667,Happy
60.16666667,460.3333333,400.1666667,Happy
40.56,227.0833333,185.9266667,Happy
10.14,162.1466667,152.0066667,Happy
81.40166667,855.8408333,775.2066667,Happy
143.0816667,555.4466667,411.6816667,Happy
12.615,612.3266667,602.0016667,Happy
0.601666667,34.27333333,34.08166667,Happy
277.44,1312.346667,1034.906667,Happy
124.215,265.35,141.135,Happy
222.0416667,228.6566667,6.615,Happy
340.5066667,1084.213333,743.7066667,Happy
699.84,1094.043333,393.66,Happy
207.6816667,232.8741667,24.80666667,Happy
640.6666667,2443.333333,1802.666667,Happy
384.0,395.0708333,10.40166667,Happy
365.04,1438.163333,1072.006667,Happy
82.14,417.7641667,336.0016667,Happy
189.2816667,332.22,143.0816667,Happy
69.36,180.1233333,110.94,Happy
387.2066667,1149.483333,761.6266667,Happy
328.56,437.7866667,109.2266667,Happy
24.40166667,161.9608333,138.24,Happy
67.335,81.26083333,14.10666667,Happy
19.44,313.44,294.0,Happy
69.36,175.3633333,107.5266667,Happy
0.881666667,22.92333333,22.04166667,Happy
98.415,231.7666667,131.6016667,Happy
1001.041667,3729.126667,2726.401667,Happy
101.6816667,238.9633333,137.2816667,Happy
14.10666667,41.41333333,27.30666667,Happy
425.0416667,1348.000833,922.56,Happy
210.0416667,362.8866667,153.015,Happy
535.815,1904.440833,1368.06,Happy
192.6666667,482.6108333,289.815,Happy
0.881666667,121.4833333,120.6016667,Happy
455.8816667,802.5541667,346.56,Happy
22.815,247.7141667,225.7066667,Happy
147.015,173.8966667,26.88166667,Happy
144.06,152.9633333,9.626666667,Happy
788.9066667,894.7466667,105.84,Happy
280.1666667,348.8433333,69.36,Happy
348.0816667,350.3633333,2.281666667,Happy
511.5266667,2162.304167,1650.041667,Happy
398.535,911.91,513.375,Happy
462.8816667,468.8941667,5.226666667,Happy
216.0,562.56,346.56,Happy
821.34,3127.883333,2304.96,Happy
745.935,2989.420833,2242.666667,Happy
173.8816667,175.4733333,2.801666667,Happy
614.0816667,1519.363333,905.2816667,Happy
36.015,137.3666667,101.6816667,Happy
628.3266667,1749.683333,1120.666667,Happy
622.2016667,670.1666667,46.48166667,Happy
236.8816667,237.5208333,0.006666667,Happy
97.60666667,233.9333333,136.3266667,Happy
107.5266667,383.8641667,276.0816667,Happy
18.375,311.5008333,294.0,Happy
154.0266667,684.1866667,530.16,Happy
269.34,278.1633333,7.706666667,Happy
60.16666667,122.8933333,62.72666667,Happy
87.40166667,153.4541667,65.34,Happy
96.0,123.6833333,26.46,Happy
19.80166667,650.1766667,630.375,Happy
1.215,188.2566667,187.0416667,Happy
18.02666667,1049.170833,1032.281667,Happy
28.60166667,182.1933333,153.015,Happy
249.615,314.6408333,65.34,Happy
363.4816667,1606.086667,1241.281667,Happy
123.3066667,165.6308333,42.135,Happy
5.606666667,25.32416667,19.80166667,Happy
82.14,215.7241667,133.4816667,Happy
46.48166667,304.2741667,258.7266667,Happy
256.1066667,941.3241667,684.8016667,Happy
11.48166667,74.48666667,63.375,Happy
5.226666667,1067.804167,1064.001667,Happy
130.6666667,131.9766667,0.326666667,Happy
7.706666667,8.330833333,0.481666667,Happy
234.375,781.59,547.215,Happy
144.06,192.2266667,48.16666667,Happy
150.0,150.6666667,0.666666667,Happy
111.8016667,181.7541667,70.72666667,Happy
96.0,144.8508333,48.735,Happy
28.60166667,126.6466667,98.415,Happy
9.126666667,92.50416667,82.88166667,Happy
28.16666667,71.90666667,43.74,Happy
51.62666667,323.6533333,272.0266667,Happy
21.66,1107.456667,1088.106667,Happy
1.601666667,143.6066667,143.0816667,Happy
18.02666667,997.4041667,980.4816667,Happy
5.226666667,10.8375,5.801666667,Happy
6.0,13.27083333,7.481666667,Happy
604.0066667,688.8966667,83.62666667,Happy
13.5,1202.284167,1190.041667,Happy
10.935,142.5366667,131.6016667,Happy
156.06,290.4166667,134.4266667,Happy
178.215,1254.486667,1074.681667,Happy
60.16666667,561.9041667,502.335,Happy
79.20666667,81.44416667,2.535,Happy
191.535,1293.15,1101.615,Happy
249.615,948.1666667,697.6816667,Happy
8.881666667,1020.283333,1011.401667,Happy
324.135,342.2733333,17.00166667,Happy
211.2266667,226.5866667,15.36,Happy
21.66,160.5708333,139.2016667,Happy
100.86,141.2708333,41.08166667,Happy
46.48166667,240.5741667,194.94,Happy
8.881666667,271.5633333,262.6816667,Happy
15.04166667,54.05666667,39.015,Happy
379.215,534.8333333,155.0416667,Happy
36.015,726.4141667,691.2266667,Happy
336.0016667,339.2066667,1.601666667,Happy
23.20666667,24.40416667,1.041666667,Happy
188.16,436.6566667,248.3266667,Happy
706.335,787.7208333,80.66666667,Happy
395.2816667,571.3233333,176.0416667,Happy
0.026666667,35.80416667,36.015,Happy
560.6666667,646.9766667,85.12666667,Happy
82.88166667,88.3875,5.226666667,Happy
158.1066667,782.3466667,624.24,Happy
655.215,2428.166667,1771.601667,Happy
61.44,213.8166667,152.0066667,Happy
217.2016667,701.4033333,484.2016667,Happy
665.7066667,2240.346667,1574.64,Happy
101.6816667,116.7233333,15.04166667,Happy
16.00666667,713.3633333,699.84,Happy
118.815,123.15,4.335,Happy
15.68166667,175.5266667,159.135,Happy
54.60166667,610.8066667,554.8816667,Happy
4.166666667,108.3333333,104.1666667,Happy
469.935,539.8408333,69.36,Happy
96.0,100.1766667,3.526666667,Happy
328.56,600.5866667,272.0266667,Happy
3.526666667,665.0266667,661.5,Happy
3.526666667,478.7866667,475.26,Happy
18.72666667,200.9766667,183.7066667,Happy
114.4066667,501.6133333,387.2066667,Happy
136.3266667,272.6533333,136.3266667,Happy
363.4816667,838.8541667,475.26,Happy
12.32666667,480.4933333,468.1666667,Happy
80.66666667,118.0508333,38.00166667,Happy
102.5066667,288.15,185.9266667,Happy
165.375,324.51,159.135,Happy
110.0816667,300.3541667,190.4066667,Happy
7.26,21.10416667,13.80166667,Happy
86.64,451.68,365.04,Happy
0.135,700.0066667,702.0016667,Happy
278.8016667,738.5666667,459.375,Happy
167.4816667,792.2141667,624.24,Happy
151.0016667,166.0208333,15.36,Happy
145.0416667,520.4866667,376.0416667,Happy
12.90666667,85.01333333,72.10666667,Happy
26.88166667,87.68333333,60.80166667,Happy
277.44,1115.744167,837.8016667,Happy
12.90666667,81.3975,68.68166667,Happy
477.0416667,504.7766667,27.735,Happy
6.826666667,27.73333333,20.90666667,Happy
131.6016667,405.3933333,273.375,Happy
131.6016667,358.2466667,226.935,Happy
49.30666667,177.7633333,128.8066667,Happy
272.0266667,1079.386667,807.36,Happy
254.8016667,321.4466667,66.00166667,Happy
16.335,16.83333333,0.201666667,Happy
182.6016667,955.5366667,772.935,Happy
41.60666667,42.41333333,0.806666667,Happy
111.8016667,148.1933333,36.015,Happy
1.401666667,11.1075,9.626666667,Happy
29.48166667,822.0541667,793.5,Happy
211.2266667,256.0533333,44.82666667,Happy
148.0066667,149.0833333,0.106666667,Happy
26.04166667,67.59416667,41.60666667,Happy
199.5266667,503.5441667,303.8816667,Happy
139.2016667,640.6733333,502.335,Happy
236.8816667,811.1633333,574.2816667,Happy
2.801666667,354.6341667,352.6666667,Happy
400.1666667,1367.906667,967.74,Happy
133.4816667,146.6466667,13.80166667,Happy
18.375,621.5541667,604.0066667,Happy
24.80666667,132.3333333,107.5266667,Happy
1.126666667,315.0533333,313.9266667,Happy
6.201666667,629.3208333,624.24,Happy
47.04,193.0666667,146.0266667,Happy
62.72666667,84.38666667,21.66,Happy
0.426666667,19.86666667,19.44,Happy
7.706666667,136.8641667,129.735,Happy
19.80166667,68.43416667,48.16666667,Happy
154.0266667,155.1233333,0.06,Happy
76.32666667,243.6375,167.4816667,Happy
38.00166667,322.2833333,284.2816667,Happy
88.935,560.1408333,471.7066667,Happy
14.72666667,545.9841667,532.0416667,Happy
160.1666667,659.2441667,498.6816667,Happy
9.375,41.57666667,32.20166667,Happy
13.5,142.3066667,128.8066667,Happy
161.2016667,173.2433333,12.04166667,Happy
4.001666667,300.1875,296.8066667,Happy
222.0416667,888.1941667,665.7066667,Happy
24.0,140.16,116.16,Happy
60.80166667,105.0833333,44.28166667,Happy
413.34,1542.764167,1128.881667,Happy
51.04166667,155.3341667,104.1666667,Happy
40.04166667,376.0433333,336.0016667,Happy
28.16666667,30.27,2.666666667,Happy
101.6816667,674.5741667,572.3266667,Happy
108.375,558.1933333,448.935,Happy
19.08166667,53.58083333,34.56,Happy
0.106666667,197.3333333,197.2266667,Happy
10.14,292.2308333,281.535,Happy
0.026666667,89.73333333,89.70666667,Happy
6.201666667,345.8541667,340.5066667,Happy
5.226666667,40.4175,35.04166667,Happy
67.335,354.3766667,287.0416667,Happy
184.815,390.15,205.335,Happy
159.135,214.1666667,54.60166667,Happy
24.80666667,249.6966667,225.7066667,Happy
80.66666667,508.35,426.7266667,Happy
8.64,10.34666667,1.706666667,Happy
1.601666667,200.5008333,199.5266667,Happy
80.66666667,121.6441667,41.08166667,Happy
35.52666667,45.8175,10.40166667,Happy
0.24,14.83083333,14.415,Happy
118.815,126.8541667,7.706666667,Happy
136.3266667,230.7333333,94.40666667,Happy
34.56,131.8433333,97.60666667,Happy
0.326666667,1.826666667,1.5,Happy
126.0416667,603.9533333,477.0416667,Happy
14.10666667,25.89666667,11.20666667,Happy
4.681666667,36.88333333,32.20166667,Happy
145.0416667,352.7233333,207.6816667,Happy
22.04166667,420.5766667,398.535,Happy
40.04166667,315.1875,274.7266667,Happy
4.001666667,62.51416667,58.90666667,Happy
54.0,243.8833333,190.4066667,Happy
1.926666667,288.8566667,288.4266667,Happy
35.04166667,197.5608333,162.24,Happy
0.041666667,439.5208333,440.3266667,Happy
100.0416667,134.1233333,34.08166667,Happy
60.80166667,75.3675,14.72666667,Happy
45.92666667,46.41666667,0.96,Happy
22.42666667,165.8966667,144.06,Happy
2.406666667,77.89666667,74.90666667,Happy
0.735,125.7933333,126.0416667,Happy
61.44,119.7308333,58.28166667,Happy
220.8266667,238.8533333,18.02666667,Happy
6.826666667,15.92333333,9.126666667,Happy
24.80666667,46.46666667,21.66,Happy
0.806666667,60.97333333,60.16666667,Happy
8.64,145.5641667,137.2816667,Happy
0.666666667,88.00333333,88.16666667,Happy
84.375,86.20083333,1.5,Happy
72.80166667,152.7366667,79.935,Happy
65.34,107.8833333,42.66666667,Happy
16.00666667,48.81666667,32.66666667,Happy
8.64,54.25666667,45.92666667,Happy
24.0,40.66666667,16.66666667,Happy
72.80166667,232.2733333,159.135,Happy
14.10666667,28.21666667,13.5,Happy
81.40166667,91.80333333,10.40166667,Happy
48.16666667,88.18416667,40.04166667,Happy
25.215,159.2333333,133.4816667,Happy
32.66666667,104.7733333,72.10666667,Happy
13.20166667,25.23333333,12.04166667,Happy
1.306666667,107.1466667,105.84,Happy
38.50666667,105.9241667,67.335,Happy
12.32666667,49.04333333,36.50666667,Happy
0.106666667,7.464166667,7.481666667,Happy
9.375,22.26083333,12.90666667,Happy
17.34,66.88333333,49.30666667,Happy
10.66666667,108.8108333,98.415,Neutral
6.615,78.48083333,72.10666667,Neutral
3.84,54.67083333,51.04166667,Neutral
3.081666667,46.96666667,44.28166667,Neutral
3.375,52.11,48.735,Neutral
3.84,61.04333333,57.66,Neutral
2.666666667,55.01666667,52.80666667,Neutral
3.375,64.96666667,62.08166667,Neutral
5.041666667,83.52333333,78.48166667,Neutral
7.706666667,113.5466667,105.84,Neutral
11.48166667,154.5633333,143.0816667,Neutral
11.76,176.7508333,165.375,Neutral
8.401666667,143.7766667,135.375,Neutral
4.506666667,98.29666667,94.40666667,Neutral
1.815,60.09666667,58.28166667,Neutral
0.806666667,40.92333333,40.56,Neutral
0.54,32.28,31.74,Neutral
0.735,31.63333333,31.28166667,Neutral
1.126666667,34.73333333,33.60666667,Neutral
1.215,34.35,33.135,Neutral
0.735,26.43333333,26.04166667,Neutral
0.001666667,9.376666667,9.375,Neutral
2.406666667,3.323333333,0.96,Neutral
15.04166667,60.41666667,45.375,Neutral
29.92666667,155.0533333,125.1266667,Neutral
21.66,126.8908333,105.0016667,Neutral
4.001666667,25.5,21.28166667,Neutral
0.326666667,1.564166667,1.215,Neutral
6.201666667,33.62083333,27.30666667,Neutral
70.04166667,437.5266667,366.6016667,Neutral
3.84,66.97083333,63.375,Neutral
3.081666667,61.7475,58.90666667,Neutral
1.5,43.73666667,42.66666667,Neutral
0.24,21.14666667,20.90666667,Neutral
0.041666667,7.083333333,7.041666667,Neutral
0.54,1.363333333,0.96,Neutral
1.215,1.256666667,0.041666667,Neutral
1.601666667,2.336666667,0.735,Neutral
0.666666667,0.684166667,0.041666667,Neutral
0.001666667,1.816666667,1.815,Neutral
0.375,8.920833333,8.64,Neutral
0.481666667,10.16666667,9.881666667,Neutral
0.081666667,4.966666667,5.041666667,Neutral
0.006666667,2.043333333,2.16,Neutral
0.006666667,1.603333333,1.706666667,Neutral
0.015,2.620833333,2.666666667,Neutral
0.135,4.673333333,4.681666667,Neutral
0.481666667,8.560833333,8.166666667,Neutral
0.881666667,12.92333333,12.04166667,Neutral
1.041666667,15.23333333,14.415,Neutral
0.735,12.95416667,12.32666667,Neutral
0.481666667,10.52083333,10.14,Neutral
0.281666667,8.683333333,8.401666667,Neutral
0.601666667,12.64333333,12.04166667,Neutral
34.08166667,374.1133333,339.0016667,Neutral
38.50666667,411.9241667,372.8816667,Neutral
28.16666667,338.2708333,309.6016667,Neutral
17.34,243.9366667,225.7066667,Neutral
17.00166667,239.9266667,222.0416667,Neutral
26.04166667,326.1675,299.6266667,Neutral
18.02666667,263.7866667,245.76,Neutral
10.66666667,191.4841667,180.4016667,Neutral
4.681666667,119.9633333,115.2816667,Neutral
2.801666667,87.79333333,84.375,Neutral
1.815,70.49666667,68.68166667,Neutral
0.806666667,48.33666667,47.04,Neutral
0.166666667,27.24416667,26.88166667,Neutral
0.06,18.41666667,18.02666667,Neutral
0.001666667,11.48333333,11.48166667,Neutral
0.006666667,7.266666667,7.26,Neutral
0.006666667,4.866666667,4.86,Neutral
0.006666667,4.016666667,3.84,Neutral
0.015,3.320833333,3.226666667,Neutral
0.006666667,2.816666667,2.666666667,Neutral
0.015,1.953333333,1.815,Neutral
0.06,1.123333333,0.96,Neutral
0.081666667,0.646666667,0.481666667,Neutral
0.106666667,0.424166667,0.281666667,Neutral
0.135,0.220833333,0.06,Neutral
0.166666667,0.184166667,0.001666667,Neutral
1.815,70.49666667,68.68166667,Neutral
0.806666667,48.33666667,47.04,Neutral
0.166666667,27.24416667,26.88166667,Neutral
0.06,18.41666667,18.02666667,Neutral
0.001666667,11.48333333,11.48166667,Neutral
0.006666667,7.266666667,7.26,Neutral
0.006666667,4.866666667,4.86,Neutral
0.006666667,4.016666667,3.84,Neutral
0.015,3.320833333,3.226666667,Neutral
0.006666667,2.816666667,2.666666667,Neutral
0.015,1.953333333,1.815,Neutral
0.06,1.123333333,0.96,Neutral
0.081666667,0.646666667,0.481666667,Neutral
0.106666667,0.424166667,0.281666667,Neutral
0.135,0.220833333,0.06,Neutral
0.166666667,0.184166667,0.001666667,Neutral
0.201666667,0.240833333,0.026666667,Neutral
0.166666667,0.226666667,0.06,Neutral
0.166666667,0.226666667,0.06,Neutral
0.081666667,0.113333333,0.015,Neutral
0.026666667,0.026666667,0.0,Neutral
0.015,0.033333333,0.001666667,Neutral
0.006666667,0.016666667,0.0,Neutral
0.026666667,0.053333333,0.026666667,Neutral
0.135,0.454166667,0.326666667,Neutral
0.166666667,0.706666667,0.54,Neutral
0.106666667,0.533333333,0.426666667,Neutral
0.06,0.330833333,0.281666667,Neutral
0.06,0.386666667,0.326666667,Neutral
0.015,0.114166667,0.106666667,Neutral
0.006666667,0.03,0.026666667,Neutral
0.006666667,0.016666667,0.0,Neutral
0.026666667,0.053333333,0.026666667,Neutral
0.135,0.454166667,0.326666667,Neutral
0.166666667,0.706666667,0.54,Neutral
0.106666667,0.533333333,0.426666667,Neutral
0.06,0.330833333,0.281666667,Neutral
0.06,0.386666667,0.326666667,Neutral
0.015,0.114166667,0.106666667,Neutral
0.006666667,0.03,0.026666667,Neutral
0.026666667,0.083333333,0.06,Neutral
0.06,0.226666667,0.166666667,Neutral
