Time,POz,Oz,P3,P4,O1,O2
3260,7.069823776175951,5.281176424613072,3.657448031119364,2.672925282509619,14.582523085914568,16.56464583781049
3264,7.34118637159651,5.028843549722373,3.3256951208944927,2.40749138733302,14.55204008161697,16.31769336026052
3268,7.582660763440991,4.768955630779835,2.9494713400797297,2.06404907858709,14.479497305193087,16.106022732512987
3272,7.794174814048593,4.518700151830632,2.5538854579962242,1.6569999676140434,14.376709899943599,15.935161031119152
3276,7.976113058750945,4.293690441005755,2.1640426238164023,1.202702637863138,14.254974018567209,15.805519831720797
3280,8.128864062084187,4.106817073815056,1.8034743213530688,0.7187963794561012,14.12411337097684,15.712590387702443
3284,8.252552427938225,3.967364647146148,1.4929144733108253,0.2236499240038003,13.991869704774196,15.647767083116516
3288,8.346918502965456,3.8803802928714877,1.2493670114558277,-0.2641681391442166,13.86358710953023,15.599582415768584
3292,8.411155293534355,3.8461725186150635,1.0852477272077063,-0.7266152755498532,13.742044567432119,15.55503236676435
3296,8.443643651263478,3.8599804820210863,1.0075493658429469,-1.1471290067229782,13.62744005923629,15.50083038222341
3300,8.441784214408422,3.9120796509710396,1.017257879917226,-1.5115820527448547,13.517693193778614,15.42462552527593
3304,8.402172146411257,3.988553751256621,1.1092835336705882,-1.8090091941155428,13.409147267080435,15.316197280045007
3308,8.321129498996996,4.072659857025665,1.2729330065863147,-2.032111395329599,13.297484719944675,15.168454390380662
3312,8.195387850878474,4.146477329868625,1.4927507097604489,-2.177679390925487,13.178546443717437,14.978007822467989
3316,8.022756502328052,4.19259398739271,1.7496166722985067,-2.2469314440524486,13.048913428659226,14.745274601791726
3320,7.802797077121672,4.195771514830052,2.0221365990906643,-2.24555089075242,12.906338329107808,14.474276207673133
3324,7.537536777224464,4.144527338366049,2.2883049300948644,-2.1832553411165345,12.750111906185879,14.172269665545395
3328,7.232040972993137,4.032368039099514,2.527187381028862,-2.0729940547912005,12.581262824933733,13.849163986333833
